     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/10/2010-07/16/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R463,CANAL ST-LAFAYETTE ST EAST    ,00057774,00004656,00000196,00002489,00000135,00015475,00051452,00000051,00005815,00002096,00000204,00000524,00000000,00000460,00003054,00000268,00000108,00000000,00000353,00000000,00000000,00000000,                                                                                                                                        
R468, RI TRAMWAY (MANHATTAN)       ,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
R469, RI TRAMWAY (ROOSEVELT)       ,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
R535,AIRTRAIN @ HOWARD BEACH       ,00009200,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000073,00000000,00000000,00000000,00000020,00000000,00000000,00018754,00006175,00001872,00000010,                                                                                                                                        
R536,AIRTRAIN JAMAICA CENTER 1     ,00013540,00000000,00000000,00000000,00000046,00000000,00000000,00000000,00000000,00000000,00000000,00000124,00000000,00000000,00000000,00000064,00000000,00000000,00034331,00014640,00004919,00000525,                                                                                                                                        
R540,PA-PATH WORLD TRADE CNTR      ,00101636,00000000,00000000,00000000,00000152,00000000,00000000,00000000,00000000,00000000,00000000,00001369,00000000,00000000,00000000,00000000,00000000,00000000,00000474,00000000,00000000,00000000,                                                                                                                                        
R541,PA-PATH THIRTY THIRD ST       ,00085647,00000000,00000000,00000000,00000218,00000000,00000000,00000000,00000000,00000000,00000000,00001024,00000000,00000000,00000000,00000000,00000000,00000000,00000382,00000000,00000000,00000000,                                                                                                                                        
R542,PA-PATH TWENTY THIRD ST       ,00016765,00000000,00000000,00000000,00000004,00000000,00000000,00000000,00000000,00000000,00000000,00000300,00000000,00000000,00000000,00000000,00000000,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R543,PA-PATH EXCHANGE PLACE        ,00035112,00000000,00000000,00000000,00000153,00000000,00000000,00000000,00000000,00000000,00000000,00000486,00000000,00000000,00000000,00000000,00000000,00000000,00000194,00000000,00000000,00000000,                                                                                                                                        
R544,PA-PATH HARRISON              ,00016384,00000000,00000000,00000000,00000008,00000000,00000000,00000000,00000000,00000000,00000000,00000179,00000000,00000000,00000000,00000000,00000000,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R545,PA-PATH 14TH STREET           ,00025154,00000000,00000000,00000000,00000008,00000000,00000000,00000000,00000000,00000000,00000000,00000223,00000000,00000000,00000000,00000000,00000000,00000000,00000123,00000000,00000000,00000000,                                                                                                                                        
R546,PA-PATH PAVONIA/NEWPORT       ,00035723,00000000,00000000,00000000,00000130,00000000,00000000,00000000,00000000,00000000,00000000,00000330,00000000,00000000,00000000,00000000,00000000,00000000,00000211,00000000,00000000,00000000,                                                                                                                                        
R547,PA-PATH 9TH STREET            ,00012767,00000000,00000000,00000000,00000006,00000000,00000000,00000000,00000000,00000000,00000000,00000151,00000000,00000000,00000000,00000000,00000000,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R548,PA-PATH CHRISTOPHER ST        ,00011937,00000000,00000000,00000000,00000002,00000000,00000000,00000000,00000000,00000000,00000000,00000167,00000000,00000000,00000000,00000000,00000000,00000000,00000066,00000000,00000000,00000000,                                                                                                                                        
R549,PA-PATH NEWARK                ,00067245,00000000,00000000,00000000,00000009,00000000,00000000,00000000,00000000,00000000,00000000,00000445,00000000,00000000,00000000,00000000,00000000,00000000,00000159,00000000,00000000,00000000,                                                                                                                                        
R550,PA-PATH HOBOKEN               ,00071652,00000000,00000000,00000000,00000057,00000000,00000000,00000000,00000000,00000000,00000000,00001055,00000000,00000000,00000000,00000000,00000000,00000000,00000314,00000000,00000000,00000000,                                                                                                                                        
R551,PA-PATH GROVE ST              ,00035619,00000000,00000000,00000000,00000023,00000000,00000000,00000000,00000000,00000000,00000000,00000511,00000000,00000000,00000000,00000000,00000000,00000000,00000175,00000000,00000000,00000000,                                                                                                                                        
R552,PA-PATH JOURNAL SQUARE        ,00052076,00000000,00000000,00000000,00000002,00000000,00000000,00000000,00000000,00000000,00000000,00000414,00000000,00000000,00000000,00000000,00000000,00000000,00000185,00000000,00000000,00000000,                                                                                                                                        
